Symbol,Date,Adjusted_price
CSX,2020-04-30,66.43
CSX,2019-10-31,70.0
CSX,2017-10-31,48.87
CSX,2015-10-30,25.04
CMI,2020-10-30,222.09
CMI,2020-09-30,213.27
CMI,2020-07-31,193.98
CMI,2020-04-30,162.78
CMI,2019-10-31,169.16
CMI,2017-10-31,163.48
CMI,2015-10-30,89.72
CVS,2020-10-30,56.65
CVS,2020-09-30,58.49
CVS,2020-07-31,63.03
CVS,2020-04-30,61.17
CVS,2019-10-31,64.98
CVS,2017-10-31,63.05
CVS,2015-10-30,87.03
DHI,2020-10-30,67.48
DHI,2020-09-30,76.39
DHI,2020-07-31,66.65
DHI,2020-04-30,47.4
DHI,2019-10-31,52.25
DHI,2017-10-31,42.99
DHI,2015-10-30,27.97
DHR,2020-10-30,231.84
DHR,2020-09-30,217.48
DHR,2020-07-31,205.66
DHR,2020-04-30,164.77
DHR,2019-10-31,138.58
DHR,2017-10-31,91.72
DHR,2015-10-30,47.34
DRI,2020-10-30,92.84
DRI,2020-09-30,101.44
DRI,2020-07-31,76.44
DRI,2020-04-30,74.31
DRI,2019-10-31,112.18
DRI,2017-10-31,77.76
DRI,2015-10-30,48.7
DVA,2020-10-30,87.11
DVA,2020-09-30,86.51
DVA,2020-07-31,88.26
DVA,2020-04-30,79.8
DVA,2019-10-31,59.19
DVA,2017-10-31,61.35
DVA,2015-10-30,78.29
DE,2020-10-30,228.17
DE,2020-09-30,223.85
DE,2020-07-31,177.47
DE,2020-04-30,145.27
DE,2019-10-31,172.66
DE,2017-10-31,127.04
DE,2015-10-30,70.85
DAL,2020-10-30,30.95
DAL,2020-09-30,30.89
DAL,2020-07-31,25.22
DAL,2020-04-30,26.17
DAL,2019-10-31,55.25
DAL,2017-10-31,47.37
DAL,2015-10-30,46.54
XRAY,2020-10-30,47.66
XRAY,2020-09-30,44.17
XRAY,2020-07-31,44.94
XRAY,2020-04-30,42.66
XRAY,2019-10-31,54.81
XRAY,2017-10-31,60.21
XRAY,2015-10-30,59.27
DVN,2020-10-30,9.02
DVN,2020-09-30,9.55
DVN,2020-07-31,10.24
DVN,2020-04-30,12.07
DVN,2019-10-31,19.34
DVN,2017-10-31,34.5
DVN,2015-10-30,38.09
DXCM,2020-10-30,322.78
DXCM,2020-09-30,416.35
DXCM,2020-07-31,439.9
DXCM,2020-04-30,338.55
DXCM,2019-10-31,155.78
DXCM,2017-10-31,45.42
DXCM,2015-10-30,84.15
FANG,2020-10-30,26.22
FANG,2020-09-30,30.42
FANG,2020-07-31,39.92
FANG,2020-04-30,43.21
FANG,2019-10-31,84.38
FANG,2017-10-31,104.59
FANG,2015-10-30,72.07
DLR,2020-10-30,145.74
DLR,2020-09-30,148.23
DLR,2020-07-31,160.9
DLR,2020-04-30,148.57
DLR,2019-10-31,124.12
DLR,2017-10-31,107.76
DLR,2015-10-30,61.78
DFS,2020-10-30,65.66
DFS,2020-09-30,58.36
DFS,2020-07-31,49.49
DFS,2020-04-30,42.55
DFS,2019-10-31,78.6
DFS,2017-10-31,62.52
DFS,2015-10-30,50.65
DISCA,2020-10-30,20.44
DISCA,2020-09-30,21.99
DISCA,2020-07-31,21.31
DISCA,2020-04-30,22.64
DISCA,2019-10-31,27.23
DISCA,2017-10-31,19.07
DISCA,2015-10-30,29.73
DISCK,2020-10-30,18.5
DISCK,2020-09-30,19.8
DISCK,2020-07-31,19.14
DISCK,2020-04-30,20.61
DISCK,2019-10-31,25.49
DISCK,2017-10-31,17.99
DISCK,2015-10-30,27.8
DISH,2020-10-30,25.74
DISH,2020-09-30,29.32
DISH,2020-07-31,32.43
DISH,2020-04-30,25.27
DISH,2019-10-31,34.72
DISH,2017-10-31,49.03
DISH,2015-10-30,63.6
DG,2020-10-30,210.8
DG,2020-09-30,211.35
DG,2020-07-31,191.98
DG,2020-04-30,176.42
DG,2019-10-31,160.67
DG,2017-10-31,79.32
DG,2015-10-30,64.77
DLTR,2020-10-30,91.22
DLTR,2020-09-30,92.25
DLTR,2020-07-31,94.28
DLTR,2020-04-30,80.47
DLTR,2019-10-31,111.5
DLTR,2017-10-31,92.16
DLTR,2015-10-30,66.14
D,2020-10-30,81.14
D,2020-09-30,79.72
D,2020-07-31,80.87
D,2020-04-30,76.14
D,2019-10-31,79.71
D,2017-10-31,71.45
D,2015-10-30,58.27
DPZ,2020-10-30,382.1
DPZ,2020-09-30,429.53
DPZ,2020-07-31,389.71
DPZ,2020-04-30,364.08
DPZ,2019-10-31,271.99
DPZ,2017-10-31,179.85
DPZ,2015-10-30,102.69
DOV,2020-10-30,111.82
DOV,2020-09-30,109.42
DOV,2020-07-31,103.49
DOV,2020-04-30,93.69
DOV,2019-10-31,103.02
DOV,2017-10-31,73.29
DOV,2015-10-30,47.12
DOW,2020-10-30,45.94
DOW,2020-09-30,47.52
DOW,2020-07-31,40.84
DOW,2020-04-30,35.85
DOW,2019-10-31,47.92
DOW,2017-10-31,
DOW,2015-10-30,
DTE,2020-10-30,124.65
DTE,2020-09-30,116.19
DTE,2020-07-31,115.78
DTE,2020-04-30,102.87
DTE,2019-10-31,123.84
DTE,2017-10-31,99.94
DTE,2015-10-30,68.66
DUK,2020-10-30,93.03
DUK,2020-09-30,89.45
DUK,2020-07-31,84.61
DUK,2020-04-30,83.56
DUK,2019-10-31,91.14
DUK,2017-10-31,78.23
DUK,2015-10-30,57.37
DRE,2020-10-30,38.37
DRE,2020-09-30,37.27
DRE,2020-07-31,40.35
DRE,2020-04-30,34.58
DRE,2019-10-31,34.56
DRE,2017-10-31,25.67
DRE,2015-10-30,17.36
DD,2020-10-30,57.45
DD,2020-09-30,56.03
DD,2020-07-31,54.01
DD,2020-04-30,46.94
DD,2019-10-31,65.08
DD,2017-10-31,93.27
DD,2015-10-30,61.47
DXC,2020-10-30,18.6
DXC,2020-09-30,18.03
DXC,2020-07-31,18.09
DXC,2020-04-30,18.31
DXC,2019-10-31,27.25
DXC,2017-10-31,76.04
DXC,2015-10-30,22.79
EMN,2020-10-30,81.65
EMN,2020-09-30,78.9
EMN,2020-07-31,74.75
EMN,2020-04-30,60.01
EMN,2019-10-31,73.63
EMN,2017-10-31,83.19
EMN,2015-10-30,62.77
ETN,2020-10-30,104.83
ETN,2020-09-30,103.05
ETN,2020-07-31,93.39
ETN,2020-04-30,82.94
ETN,2019-10-31,85.78
ETN,2017-10-31,43.88
ETN,2015-10-30,28.55
EBAY,2020-10-30,48.11
EBAY,2020-09-30,52.62
EBAY,2020-07-31,55.67
EBAY,2020-04-30,39.97
EBAY,2019-10-31,35.07
EBAY,2017-10-31,37.04
EBAY,2015-10-30,27.45
ECL,2020-10-30,185.43
ECL,2020-09-30,201.84
ECL,2020-07-31,188.52
ECL,2020-04-30,194.54
ECL,2019-10-31,192.1
ECL,2017-10-31,127.89
ECL,2015-10-30,114.66
EIX,2020-10-30,56.6
EIX,2020-09-30,51.35
EIX,2020-07-31,55.54
EIX,2020-04-30,57.89
EIX,2019-10-31,60.79
EIX,2017-10-31,71.66
EIX,2015-10-30,50.96
EW,2020-10-30,72.41
EW,2020-09-30,80.62
EW,2020-07-31,79.19
EW,2020-04-30,73.22
EW,2019-10-31,80.25
EW,2017-10-31,34.42
EW,2015-10-30,26.45
EA,2020-10-30,121.03
EA,2020-09-30,131.71
EA,2020-07-31,143.04
EA,2020-04-30,115.4
EA,2019-10-31,97.36
EA,2017-10-31,120.8
EA,2015-10-30,72.79
EMR,2020-10-30,65.44
EMR,2020-09-30,66.23
EMR,2020-07-31,62.2
EMR,2020-04-30,56.65
EMR,2019-10-31,68.75
EMR,2017-10-31,59.55
EMR,2015-10-30,40.27
ETR,2020-10-30,102.23
ETR,2020-09-30,99.52
ETR,2020-07-31,105.21
ETR,2020-04-30,94.67
ETR,2019-10-31,118.61
ETR,2017-10-31,77.5
ETR,2015-10-30,55.73
EOG,2020-10-30,34.58
EOG,2020-09-30,35.94
EOG,2020-07-31,46.84
EOG,2020-04-30,47.13
EOG,2019-10-31,67.92
EOG,2017-10-31,96.11
EOG,2015-10-30,81.35
EFX,2020-10-30,137.97
EFX,2020-09-30,158.47
EFX,2020-07-31,163.78
EFX,2020-04-30,139.58
EFX,2019-10-31,136.64
EFX,2017-10-31,105.66
EFX,2015-10-30,101.45
EQIX,2020-10-30,738.55
EQIX,2020-09-30,767.73
EQIX,2020-07-31,790.6
EQIX,2020-04-30,676.87
EQIX,2019-10-31,563.35
EQIX,2017-10-31,441.61
EQIX,2015-10-30,271.3
EQR,2020-10-30,47.45
EQR,2020-09-30,51.84
EQR,2020-07-31,53.53
EQR,2020-04-30,64.31
EQR,2019-10-31,86.15
EQR,2017-10-31,61.34
EQR,2015-10-30,56.55
ESS,2020-10-30,206.64
ESS,2020-09-30,202.8
ESS,2020-07-31,220.72
ESS,2020-04-30,241.81
ESS,2019-10-31,319.04
ESS,2017-10-31,241.5
ESS,2015-10-30,191.89
EL,2020-10-30,221.86
EL,2020-09-30,220.43
EL,2020-07-31,199.07
EL,2020-04-30,177.77
EL,2019-10-31,186.78
EL,2017-10-31,109.73
EL,2015-10-30,76.49
ETSY,2020-10-30,122.81
ETSY,2020-09-30,122.85
ETSY,2020-07-31,119.56
ETSY,2020-04-30,65.52
ETSY,2019-10-31,44.93
ETSY,2017-10-31,16.87
ETSY,2015-10-30,11.01
EVRG,2020-10-30,55.75
EVRG,2020-09-30,51.33
EVRG,2020-07-31,64.85
EVRG,2020-04-30,57.94
EVRG,2019-10-31,62.44
EVRG,2017-10-31,49.09
EVRG,2015-10-30,34.29
ES,2020-10-30,88.14
ES,2020-09-30,84.39
ES,2020-07-31,90.35
ES,2020-04-30,80.38
ES,2019-10-31,82.38
ES,2017-10-31,57.92
ES,2015-10-30,44.16
RE,2020-10-30,199.05
RE,2020-09-30,199.52
RE,2020-07-31,219.42
RE,2020-04-30,172.33
RE,2019-10-31,252.73
RE,2017-10-31,222.75
RE,2015-10-30,159.46
EXC,2020-10-30,40.29
EXC,2020-09-30,36.12
EXC,2020-07-31,38.61
EXC,2020-04-30,36.68
EXC,2019-10-31,44.3
EXC,2017-10-31,36.72
EXC,2015-10-30,23.37
EXPE,2020-10-30,95.09
EXPE,2020-09-30,92.61
EXPE,2020-07-31,81.82
EXPE,2020-04-30,71.69
EXPE,2019-10-31,137.03
EXPE,2017-10-31,122.43
EXPE,2015-10-30,131.57
EXPD,2020-10-30,89.25
EXPD,2020-09-30,91.43
EXPD,2020-07-31,85.36
EXPD,2020-04-30,71.83
EXPD,2019-10-31,72.68
EXPD,2017-10-31,56.7
EXPD,2015-10-30,46.87
EXR,2020-10-30,117.11
EXR,2020-09-30,108.06
EXR,2020-07-31,103.52
EXR,2020-04-30,87.56
EXR,2019-10-31,109.39
EXR,2017-10-31,74.13
EXR,2015-10-30,66.83
XOM,2020-10-30,32.95
XOM,2020-09-30,34.67
XOM,2020-07-31,41.68
XOM,2020-04-30,45.15
XOM,2019-10-31,63.95
XOM,2017-10-31,72.49
XOM,2015-10-30,66.99
FFIV,2020-10-30,134.27
FFIV,2020-09-30,124.0
FFIV,2020-07-31,137.26
FFIV,2020-04-30,140.65
FFIV,2019-10-31,145.52
FFIV,2017-10-31,122.48
FFIV,2015-10-30,111.3
FB,2020-10-30,265.74
FB,2020-09-30,264.52
FB,2020-07-31,256.21
FB,2020-04-30,206.76
FB,2019-10-31,193.57
FB,2017-10-31,181.86
FB,2015-10-30,102.99
FAST,2020-10-30,43.66
FAST,2020-09-30,45.29
FAST,2020-07-31,47.25
FAST,2020-04-30,36.18
FAST,2019-10-31,35.4
FAST,2017-10-31,21.9
FAST,2015-10-30,17.25
FRT,2020-10-30,69.47
FRT,2020-09-30,74.17
FRT,2020-07-31,76.06
FRT,2020-04-30,82.02
FRT,2019-10-31,131.54
FRT,2017-10-31,109.34
FRT,2015-10-30,123.16
FDX,2020-10-30,262.06
FDX,2020-09-30,254.04
FDX,2020-07-31,169.6
FDX,2020-04-30,127.06
FDX,2019-10-31,151.6
FDX,2017-10-31,218.92
FDX,2015-10-30,148.7
FIS,2020-10-30,125.84
FIS,2020-09-30,148.68
FIS,2020-07-31,147.43
FIS,2020-04-30,132.56
FIS,2019-10-31,131.74
FIS,2017-10-31,90.55
FIS,2015-10-30,69.15
FITB,2020-10-30,23.45
FITB,2020-09-30,21.26
FITB,2020-07-31,19.81
FITB,2020-04-30,18.37
FITB,2019-10-31,27.92
FITB,2017-10-31,26.16
FITB,2015-10-30,16.39
FE,2020-10-30,30.02
FE,2020-09-30,29.0
FE,2020-07-31,28.9
FE,2020-04-30,40.73
FE,2019-10-31,46.95
FE,2017-10-31,29.54
FE,2015-10-30,25.54
FRC,2020-10-30,127.4
FRC,2020-09-30,109.98
FRC,2020-07-31,113.42
FRC,2020-04-30,104.98
FRC,2019-10-31,106.68
FRC,2017-10-31,96.23
FRC,2015-10-30,53.28
FISV,2020-10-30,96.42
FISV,2020-09-30,104.08
FISV,2020-07-31,100.79
FISV,2020-04-30,104.09
FISV,2019-10-31,107.2
FISV,2017-10-31,65.36
FISV,2015-10-30,48.74
FLT,2020-10-30,223.12
FLT,2020-09-30,240.48
FLT,2020-07-31,261.16
FLT,2020-04-30,243.66
FLT,2019-10-31,297.16
FLT,2017-10-31,166.92
FLT,2015-10-30,146.31
FLIR,2020-10-30,35.04
FLIR,2020-09-30,36.21
FLIR,2020-07-31,41.88
FLIR,2020-04-30,43.47
FLIR,2019-10-31,51.27
FLIR,2017-10-31,45.37
FLIR,2015-10-30,25.05
FLS,2020-10-30,29.41
FLS,2020-09-30,27.56
FLS,2020-07-31,27.96
FLS,2020-04-30,28.06
FLS,2019-10-31,48.05
FLS,2017-10-31,41.89
FLS,2015-10-30,42.63
FMC,2020-10-30,103.77
FMC,2020-09-30,106.97
FMC,2020-07-31,106.67
FMC,2020-04-30,92.01
FMC,2019-10-31,90.69
FMC,2017-10-31,77.64
FMC,2015-10-30,33.19
F,2020-10-30,7.81
F,2020-09-30,6.73
F,2020-07-31,6.68
F,2020-04-30,5.14
F,2019-10-31,8.53
F,2017-10-31,10.62
F,2015-10-30,11.34
FTNT,2020-10-30,111.47
FTNT,2020-09-30,118.99
FTNT,2020-07-31,139.68
FTNT,2020-04-30,108.82
FTNT,2019-10-31,82.38
FTNT,2017-10-31,39.8
FTNT,2015-10-30,34.7
FTV,2020-10-30,62.22
FTV,2020-09-30,64.41
FTV,2020-07-31,59.27
FTV,2020-04-30,53.97
FTV,2019-10-31,58.09
FTV,2017-10-31,60.38
FTV,2015-10-30,
FBHS,2020-10-30,81.68
FBHS,2020-09-30,87.39
FBHS,2020-07-31,77.05
FBHS,2020-04-30,48.37
FBHS,2019-10-31,59.83
FBHS,2017-10-31,63.8
FBHS,2015-10-30,49.14
FOXA,2020-10-30,26.79
FOXA,2020-09-30,28.11
FOXA,2020-07-31,25.82
FOXA,2020-04-30,25.92
FOXA,2019-10-31,31.87
FOXA,2017-10-31,
FOXA,2015-10-30,
FOX,2020-10-30,26.4
FOX,2020-09-30,28.25
FOX,2020-07-31,25.82
FOX,2020-04-30,25.6
FOX,2019-10-31,31.07
FOX,2017-10-31,
FOX,2015-10-30,
BEN,2020-10-30,18.94
BEN,2020-09-30,20.55
BEN,2020-07-31,20.98
BEN,2020-04-30,18.53
BEN,2019-10-31,26.41
BEN,2017-10-31,35.23
BEN,2015-10-30,32.76
FCX,2020-10-30,17.51
FCX,2020-09-30,15.8
FCX,2020-07-31,13.05
FCX,2020-04-30,8.92
FCX,2019-10-31,9.88
FCX,2017-10-31,13.69
FCX,2015-10-30,11.52
GPS,2020-10-30,19.64
GPS,2020-09-30,17.2
GPS,2020-07-31,13.5
GPS,2020-04-30,8.2
GPS,2019-10-31,15.6
GPS,2017-10-31,23.08
GPS,2015-10-30,22.16
GRMN,2020-10-30,105.06
GRMN,2020-09-30,95.81
GRMN,2020-07-31,98.97
GRMN,2020-04-30,80.93
GRMN,2019-10-31,92.21
GRMN,2017-10-31,51.5
GRMN,2015-10-30,28.85
IT,2020-10-30,121.3
IT,2020-09-30,126.2
IT,2020-07-31,125.89
IT,2020-04-30,120.0
IT,2019-10-31,155.62
IT,2017-10-31,126.56
IT,2015-10-30,91.58
GD,2020-10-30,132.64
GD,2020-09-30,138.75
GD,2020-07-31,147.09
GD,2020-04-30,129.96
GD,2019-10-31,173.49
GD,2017-10-31,191.2
GD,2015-10-30,133.98
GE,2020-10-30,7.49
GE,2020-09-30,6.29
GE,2020-07-31,6.12
GE,2020-04-30,6.85
GE,2019-10-31,10.03
GE,2017-10-31,18.62
GE,2015-10-30,24.83
GIS,2020-10-30,59.71
GIS,2020-09-30,61.78
GIS,2020-07-31,63.38
GIS,2020-04-30,59.52
GIS,2019-10-31,49.64
GIS,2017-10-31,46.74
GIS,2015-10-30,49.09
GM,2020-10-30,34.88
GM,2020-09-30,29.89
GM,2020-07-31,25.14
GM,2020-04-30,22.51
GM,2019-10-31,36.68
GM,2017-10-31,39.18
GM,2015-10-30,28.8
GPC,2020-10-30,91.33
GPC,2020-09-30,96.12
GPC,2020-07-31,90.32
GPC,2020-04-30,78.73
GPC,2019-10-31,100.22
GPC,2017-10-31,81.18
GPC,2015-10-30,78.92
GILD,2020-10-30,58.73
GILD,2020-09-30,63.82
GILD,2020-07-31,69.5
GILD,2020-04-30,83.22
GILD,2019-10-31,61.95
GILD,2017-10-31,68.21
GILD,2015-10-30,93.68
GL,2020-10-30,81.9
GL,2020-09-30,80.51
GL,2020-07-31,80.2
GL,2020-04-30,82.76
GL,2019-10-31,97.38
GL,2017-10-31,82.9
GL,2015-10-30,56.19
GPN,2020-10-30,159.32
GPN,2020-09-30,179.36
GPN,2020-07-31,179.59
GPN,2020-04-30,167.32
GPN,2019-10-31,170.11
GPN,2017-10-31,104.45
GPN,2015-10-30,68.44
GS,2020-10-30,190.93
GS,2020-09-30,202.98
GS,2020-07-31,198.74
GS,2020-04-30,182.99
GS,2019-10-31,210.4
GS,2017-10-31,231.66
GS,2015-10-30,174.15
GWW,2020-10-30,353.52
GWW,2020-09-30,360.34
GWW,2020-07-31,343.42
GWW,2020-04-30,275.69
GWW,2019-10-31,306.15
GWW,2017-10-31,188.44
GWW,2015-10-30,190.88
HAL,2020-10-30,12.18
HAL,2020-09-30,12.17
HAL,2020-07-31,14.43
HAL,2020-04-30,10.53
HAL,2019-10-31,18.95
HAL,2017-10-31,39.96
HAL,2015-10-30,34.68
HBI,2020-10-30,16.23
HBI,2020-09-30,15.91
HBI,2020-07-31,14.13
HBI,2020-04-30,9.77
HBI,2019-10-31,14.64
HBI,2017-10-31,20.24
HBI,2015-10-30,27.58
HIG,2020-10-30,38.91
HIG,2020-09-30,37.23
HIG,2020-07-31,42.41
HIG,2020-04-30,37.75
HIG,2019-10-31,56.1
HIG,2017-10-31,51.8
HIG,2015-10-30,41.92
HAS,2020-10-30,83.55
HAS,2020-09-30,82.87
HAS,2020-07-31,72.89
HAS,2020-04-30,71.67
HAS,2019-10-31,95.06
HAS,2017-10-31,85.82
HAS,2015-10-30,67.87
HCA,2020-10-30,125.18
HCA,2020-09-30,125.86
HCA,2020-07-31,127.84
HCA,2020-04-30,110.92
HCA,2019-10-31,133.96
HCA,2017-10-31,74.29
HCA,2015-10-30,67.55
PEAK,2020-10-30,27.24
PEAK,2020-09-30,27.42
PEAK,2020-07-31,27.21
PEAK,2020-04-30,25.66
PEAK,2019-10-31,36.2
PEAK,2017-10-31,22.29
PEAK,2015-10-30,26.14
HSIC,2020-10-30,64.22
HSIC,2020-09-30,59.37
HSIC,2020-07-31,69.42
HSIC,2020-04-30,55.11
HSIC,2019-10-31,63.22
HSIC,2017-10-31,62.27
HSIC,2015-10-30,60.08
HSY,2020-10-30,138.83
HSY,2020-09-30,144.77
HSY,2020-07-31,146.07
HSY,2020-04-30,132.24
HSY,2019-10-31,145.2
HSY,2017-10-31,99.78
HSY,2015-10-30,79.37
HES,2020-10-30,37.59
HES,2020-09-30,41.34
HES,2020-07-31,49.42
HES,2020-04-30,48.59
HES,2019-10-31,64.92
HES,2017-10-31,42.06
HES,2015-10-30,51.41
HPE,2020-10-30,8.73
HPE,2020-09-30,9.46
HPE,2020-07-31,9.85
HPE,2020-04-30,9.93
HPE,2019-10-31,15.9
HPE,2017-10-31,12.79
HPE,2015-10-30,7.58
HLT,2020-10-30,88.69
HLT,2020-09-30,86.17
HLT,2020-07-31,75.8
HLT,2020-04-30,76.47
HLT,2019-10-31,97.64
HLT,2017-10-31,71.72
HLT,2015-10-30,49.72
HFC,2020-10-30,18.7
HFC,2020-09-30,19.91
HFC,2020-07-31,27.39
HFC,2020-04-30,32.54
HFC,2019-10-31,53.32
HFC,2017-10-31,34.11
HFC,2015-10-30,41.42
HOLX,2020-10-30,69.51
HOLX,2020-09-30,67.13
HOLX,2020-07-31,70.48
HOLX,2020-04-30,50.6
HOLX,2019-10-31,48.79
HOLX,2017-10-31,38.23
HOLX,2015-10-30,39.25
HD,2020-10-30,269.38
HD,2020-09-30,280.49
HD,2020-07-31,266.74
HD,2020-04-30,219.55
HD,2019-10-31,231.25
HD,2017-10-31,155.78
HD,2015-10-30,111.27
HON,2020-10-30,166.6
HON,2020-09-30,166.26
HON,2020-07-31,150.02
HON,2020-04-30,141.47
HON,2019-10-31,170.44
HON,2017-10-31,130.91
HON,2015-10-30,89.36
HRL,2020-10-30,49.18
HRL,2020-09-30,49.15
HRL,2020-07-31,51.14
HRL,2020-04-30,46.86
HRL,2019-10-31,40.49
HRL,2017-10-31,29.47
HRL,2015-10-30,30.59
HST,2020-10-30,10.58
HST,2020-09-30,10.9
HST,2020-07-31,10.89
HST,2020-04-30,12.43
HST,2019-10-31,16.05
HST,2017-10-31,17.87
HST,2015-10-30,14.36
HWM,2020-10-30,17.42
HWM,2020-09-30,16.89
HWM,2020-07-31,14.93
HWM,2020-04-30,13.2
HWM,2019-10-31,27.7
HWM,2017-10-31,
HWM,2015-10-30,
HPQ,2020-10-30,18.14
HPQ,2020-09-30,19.18
HPQ,2020-07-31,17.59
HPQ,2020-04-30,15.37
HPQ,2019-10-31,16.91
HPQ,2017-10-31,19.84
HPQ,2015-10-30,10.41
HUM,2020-10-30,403.27
HUM,2020-09-30,418.03
HUM,2020-07-31,395.76
HUM,2020-04-30,384.4
HUM,2019-10-31,295.12
HUM,2017-10-31,252.41
HUM,2015-10-30,174.26
HBAN,2020-10-30,10.54
HBAN,2020-09-30,9.26
HBAN,2020-07-31,9.22
HBAN,2020-04-30,9.06
HBAN,2019-10-31,13.47
HBAN,2017-10-31,12.14
HBAN,2015-10-30,9.16
HII,2020-10-30,148.95
HII,2020-09-30,142.16
HII,2020-07-31,174.28
HII,2020-04-30,191.07
HII,2019-10-31,223.28
HII,2017-10-31,223.98
HII,2015-10-30,112.42
IEX,2020-10-30,172.09
IEX,2020-09-30,183.74
IEX,2020-07-31,166.02
IEX,2020-04-30,153.75
IEX,2019-10-31,155.2
IEX,2017-10-31,124.83
IEX,2015-10-30,72.53
IDXX,2020-10-30,429.07
IDXX,2020-09-30,397.04
IDXX,2020-07-31,401.73
IDXX,2020-04-30,280.38
IDXX,2019-10-31,287.86
IDXX,2017-10-31,167.83
IDXX,2015-10-30,69.31
INFO,2020-10-30,81.68
INFO,2020-09-30,79.12
INFO,2020-07-31,81.37
INFO,2020-04-30,67.68
INFO,2019-10-31,70.09
INFO,2017-10-31,42.65
INFO,2015-10-30,30.53
ITW,2020-10-30,197.84
ITW,2020-09-30,195.14
ITW,2020-07-31,185.75
ITW,2020-04-30,162.13
ITW,2019-10-31,165.95
ITW,2017-10-31,146.44
ITW,2015-10-30,82.45
ILMN,2020-10-30,295.63
ILMN,2020-09-30,312.17
ILMN,2020-07-31,385.98
ILMN,2020-04-30,322.22
ILMN,2019-10-31,298.48
ILMN,2017-10-31,207.24
ILMN,2015-10-30,144.71
INCY,2020-10-30,87.51
INCY,2020-09-30,90.64
INCY,2020-07-31,99.75
INCY,2020-04-30,98.64
INCY,2019-10-31,84.76
INCY,2017-10-31,114.38
INCY,2015-10-30,118.71
IR,2020-10-30,35.29
IR,2020-09-30,35.96
IR,2020-07-31,31.91
IR,2020-04-30,28.87
IR,2019-10-31,30.39
IR,2017-10-31,23.91
IR,2015-10-30,
INTC,2020-10-30,44.72
INTC,2020-09-30,52.3
INTC,2020-07-31,47.88
INTC,2020-04-30,59.83
INTC,2019-10-31,55.81
INTC,2017-10-31,42.72
INTC,2015-10-30,29.91
ICE,2020-10-30,95.34
ICE,2020-09-30,101.05
ICE,2020-07-31,97.45
ICE,2020-04-30,89.79
ICE,2019-10-31,94.04
ICE,2017-10-31,64.07
ICE,2015-10-30,47.43
IBM,2020-10-30,112.78
IBM,2020-09-30,122.89
IBM,2020-07-31,122.56
IBM,2020-04-30,123.52
IBM,2019-10-31,128.67
IBM,2017-10-31,135.57
IBM,2015-10-30,113.3
IP,2020-10-30,44.19
IP,2020-09-30,40.95
IP,2020-07-31,34.64
IP,2020-04-30,33.57
IP,2019-10-31,41.82
IP,2017-10-31,50.6
IP,2015-10-30,34.81
IPG,2020-10-30,18.27
IPG,2020-09-30,16.84
IPG,2020-07-31,17.98
IPG,2020-04-30,16.66
IPG,2019-10-31,20.88
IPG,2017-10-31,17.09
IPG,2015-10-30,19.27
IFF,2020-10-30,103.69
IFF,2020-09-30,123.67
IFF,2020-07-31,126.4
IFF,2020-04-30,130.69
IFF,2019-10-31,120.07
IFF,2017-10-31,138.99
IFF,2015-10-30,105.32
INTU,2020-10-30,317.83
INTU,2020-09-30,328.9
INTU,2020-07-31,308.89
INTU,2020-04-30,271.56
INTU,2019-10-31,258.12
INTU,2017-10-31,148.88
INTU,2015-10-30,93.88
ISRG,2020-10-30,673.75
ISRG,2020-09-30,716.64
ISRG,2020-07-31,692.29
ISRG,2020-04-30,515.99
ISRG,2019-10-31,558.48
ISRG,2017-10-31,379.11
ISRG,2015-10-30,167.19
IVZ,2020-10-30,13.24
IVZ,2020-09-30,11.52
IVZ,2020-07-31,10.0
IVZ,2020-04-30,8.41
IVZ,2019-10-31,15.88
IVZ,2017-10-31,30.02
IVZ,2015-10-30,25.62
IPGP,2020-10-30,187.82
IPGP,2020-09-30,171.67
IPGP,2020-07-31,180.8
IPGP,2020-04-30,130.62
IPGP,2019-10-31,135.62
IPGP,2017-10-31,215.04
IPGP,2015-10-30,83.45
IQV,2020-10-30,155.53
IQV,2020-09-30,159.21
IQV,2020-07-31,159.97
IQV,2020-04-30,144.02
IQV,2019-10-31,145.86
IQV,2017-10-31,109.18
IQV,2015-10-30,64.29
IRM,2020-10-30,26.32
IRM,2020-09-30,27.06
IRM,2020-07-31,27.88
IRM,2020-04-30,23.38
IRM,2019-10-31,30.39
IRM,2017-10-31,32.25
IRM,2015-10-30,21.87
JKHY,2020-10-30,149.73
JKHY,2020-09-30,164.22
JKHY,2020-07-31,179.61
JKHY,2020-04-30,164.36
JKHY,2019-10-31,141.49
JKHY,2017-10-31,107.64
JKHY,2015-10-30,73.67
J,2020-10-30,95.95
J,2020-09-30,93.51
J,2020-07-31,86.03
J,2020-04-30,83.01
J,2019-10-31,93.69
J,2017-10-31,57.27
J,2015-10-30,39.06
JBHT,2020-10-30,122.96
JBHT,2020-09-30,127.64
JBHT,2020-07-31,130.42
JBHT,2020-04-30,101.65
JBHT,2019-10-31,117.63
JBHT,2017-10-31,104.54
JBHT,2015-10-30,73.47
SJM,2020-10-30,113.32
SJM,2020-09-30,116.68
SJM,2020-07-31,109.57
SJM,2020-04-30,114.29
SJM,2019-10-31,103.4
SJM,2017-10-31,97.84
SJM,2015-10-30,103.58
JNJ,2020-10-30,138.48
JNJ,2020-09-30,150.37
JNJ,2020-07-31,146.25
JNJ,2020-04-30,149.5
JNJ,2019-10-31,129.84
